v3;g++;0.0101439
v3;g++;0.0101348
v3;g++;0.0101419
v3;g++;0.0101394
v3;g++;0.0101368
v3;g++;0.0101474
v3;g++;0.0101355
v3;g++;0.0101333
v3;g++;0.0101519
v3;g++;0.010131
v3;g++;0.01014
v3;g++;0.0101381
v3;g++;0.0101338
v3;g++;0.0101355
v3;g++;0.0101309
v3;g++;0.0101303
v3;g++;0.0101323
v3;g++;0.0101346
v3;g++;0.0101368
v3;g++;0.0101279
v3;g++;0.0101343
v3;g++;0.0101372
v3;g++;0.0101601
v3;g++;0.0101378
v3;g++;0.0101594
v3;g++;0.0101422
v3;g++;0.0101481
v3;g++;0.0101686
v3;g++;0.0101488
v3;g++;0.0101434
v3;g++;0.0101464
v3;g++;0.0101387
v3;g++;0.0101459
v3;g++;0.0101474
v3;g++;0.0101398
v3;g++;0.0101332
v3;g++;0.0101432
v3;g++;0.0101474
v3;g++;0.0101397
v3;g++;0.0101417
v3;g++;0.0101332
v3;g++;0.0101378
v3;g++;0.010134
v3;g++;0.0101479
v3;g++;0.0101408
v3;g++;0.0101429
v3;g++;0.0101361
v3;g++;0.0101311
v3;g++;0.0101335
v3;g++;0.01014
v3;g++;0.0101418
v3;g++;0.010137
v3;g++;0.0101356
v3;g++;0.0101357
v3;g++;0.0101298
v3;g++;0.0101284
v3;g++;0.0101408
v3;g++;0.0101377
v3;g++;0.0101376
v3;g++;0.0101461
v3;g++;0.0101446
v3;g++;0.0101315
v3;g++;0.010138
v3;g++;0.0101324
v3;g++;0.010136
v3;g++;0.0101434
v3;g++;0.0101246
v3;g++;0.0101341
v3;g++;0.010132
v3;g++;0.0101422
v3;g++;0.0101398
v3;g++;0.0101312
v3;g++;0.0101351
v3;g++;0.0101356
v3;g++;0.0101313
v3;g++;0.0101384
v3;g++;0.0101283
v3;g++;0.0101369
v3;g++;0.0101391
v3;g++;0.0101337
v3;g++;0.0101327
v3;g++;0.0101343
v3;g++;0.0101391
v3;g++;0.0101345
v3;g++;0.0101351
v3;g++;0.0101307
v3;g++;0.010139
v3;g++;0.0101339
v3;g++;0.0101341
v3;g++;0.0101288
v3;g++;0.010138
v3;g++;0.010146
v3;g++;0.0101457
v3;g++;0.010136
v3;g++;0.0101331
v3;g++;0.0101481
v3;g++;0.0101299
v3;g++;0.0101428
v3;g++;0.0101436
v3;g++;0.0101426
v3;g++;0.0101402
v3;g++;0.0101278
v3;g++;0.0101509
v3;g++;0.01015
v3;g++;0.0101432
v3;g++;0.0101415
v3;g++;0.0101427
v3;g++;0.0101311
v3;g++;0.0101325
v3;g++;0.0101265
v3;g++;0.0101294
v3;g++;0.0101346
v3;g++;0.0101298
v3;g++;0.0101296
v3;g++;0.0101362
v3;g++;0.0101276
v3;g++;0.0101312
v3;g++;0.0101353
v3;g++;0.010136
v3;g++;0.0101307
v3;g++;0.0101304
v3;g++;0.010135
v3;g++;0.0101454
v3;g++;0.0101429
v3;g++;0.0101338
v3;g++;0.0101372
v3;g++;0.010133
v3;g++;0.0101247
v3;g++;0.0101307
v3;g++;0.0101329
v3;g++;0.0101305
v3;g++;0.0101304
v3;g++;0.0101256
v3;g++;0.0101294
v3;g++;0.0101361
v3;g++;0.010132
v3;g++;0.0101238
v3;g++;0.0101289
v3;g++;0.0101342
v3;g++;0.0101442
v3;g++;0.0101342
v3;g++;0.010136
v3;g++;0.0101303
v3;g++;0.0101353
v3;g++;0.0101296
v3;g++;0.0101335
v3;g++;0.0101293
v3;g++;0.0101289
v3;g++;0.0101282
v3;g++;0.010127
v3;g++;0.0101222
v3;g++;0.0101275
v3;g++;0.0101302
v3;g++;0.0101319
v3;g++;0.0101328
v3;g++;0.0101244
v3;g++;0.010132
v3;g++;0.0101241
v3;g++;0.0101264
v3;g++;0.0101309
v3;g++;0.0101281
v3;g++;0.0101311
v3;g++;0.0101309
v3;g++;0.0101314
v3;g++;0.0101552
v3;g++;0.0101335
v3;g++;0.0101272
v3;g++;0.0101292
v3;g++;0.0101288
v3;g++;0.0101297
v3;g++;0.0101277
v3;g++;0.0101432
v3;g++;0.0101257
v3;g++;0.0101287
v3;g++;0.0101266
v3;g++;0.0101339
v3;g++;0.010127
v3;g++;0.0101278
v3;g++;0.010137
v3;g++;0.0101297
v3;g++;0.0101258
v3;g++;0.0101268
v3;g++;0.010126
v3;g++;0.0101369
v3;g++;0.01013
v3;g++;0.0101299
v3;g++;0.0101306
v3;g++;0.0101297
v3;g++;0.0101388
v3;g++;0.0101257
v3;g++;0.0101296
v3;g++;0.0101294
v3;g++;0.0101358
v3;g++;0.0101384
v3;g++;0.0101339
v3;g++;0.0101236
v3;g++;0.0101278
v3;g++;0.0101288
v3;g++;0.0101289
v3;g++;0.01013
v3;g++;0.0101261
v3;g++;0.010133
v3;g++;0.0101357
v3;g++;0.0101282
v3;g++;0.0101288
v3;g++;0.0101253
v3;g++;0.0101264
v3;g++;0.0101342
v3;g++;0.0101298
v3;g++;0.0101324
v3;g++;0.0101306
v3;g++;0.010121
v3;g++;0.0101266
v3;g++;0.010159
v3;g++;0.0101281
v3;g++;0.0101456
v3;g++;0.010124
v3;g++;0.0101325
v3;g++;0.0101314
v3;g++;0.0101252
v3;g++;0.0101288
v3;g++;0.010126
v3;g++;0.0101278
v3;g++;0.0101333
v3;g++;0.0101268
v3;g++;0.0101294
v3;g++;0.0101272
v3;g++;0.0101304
v3;g++;0.0101291
v3;g++;0.0101345
v3;g++;0.0101273
v3;g++;0.0101304
v3;g++;0.0101319
v3;g++;0.0101351
